YEAR,ROUND,TEAM1,TEAM1SEED,TEAM1REC,TEAM1RPI,TEAM1TOP50,TEAM1SCORE,TEAM2,TEAM2SEED,TEAM2REC,TEAM2RPI,TEAM2TOP50,TEAM2SCORE,WINNINGTEAM
2000,2,michiganst,1,0.821,2,0.769,73,utah,8,0.7,39,0.538,61,0
2000,2,utah,8,0.7,39,0.538,61,michiganst,1,0.821,2,0.769,73,1
2000,2,iowast,2,0.853,3,0.789,79,auburn,7,0.697,25,0.5,60,0
2000,2,auburn,7,0.697,25,0.5,60,iowast,2,0.853,3,0.789,79,1
2000,2,maryland,3,0.714,16,0.636,62,ucla,6,0.636,28,0.565,105,1
2000,2,ucla,6,0.636,28,0.565,105,maryland,3,0.714,16,0.636,62,0
2000,2,syracuse,4,0.812,11,0.647,52,kentucky,5,0.688,4,0.583,50,0
2000,2,kentucky,5,0.688,4,0.583,50,syracuse,4,0.812,11,0.647,52,1
2000,2,duke,1,0.853,5,0.75,69,kansas,8,0.697,19,0.524,64,0
2000,2,kansas,8,0.697,19,0.524,64,duke,1,0.853,5,0.75,69,1
2000,2,temple,2,0.818,7,0.688,65,setonhall,10,0.688,47,0.4,67,1
2000,2,setonhall,10,0.688,47,0.4,67,temple,2,0.818,7,0.688,65,0
2000,2,oklahomast,3,0.788,14,0.647,75,pepperdine,11,0.735,37,0.417,67,0
2000,2,pepperdine,11,0.735,37,0.417,67,oklahomast,3,0.788,14,0.647,75,1
2000,2,illinois,4,0.688,23,0.55,73,florida,5,0.784,10,0.652,93,1
2000,2,florida,5,0.784,10,0.652,93,illinois,4,0.688,23,0.55,73,0
2000,2,stanford,1,0.867,18,0.75,53,northcarolina,8,0.611,24,0.519,60,1
2000,2,northcarolina,8,0.611,24,0.519,60,stanford,1,0.867,18,0.75,53,0
2000,2,cincinnati,2,0.879,1,0.826,61,tulsa,7,0.865,20,0.692,69,1
2000,2,tulsa,7,0.865,20,0.692,69,cincinnati,2,0.879,1,0.826,61,0
2000,2,ohiost,3,0.767,27,0.611,62,miamifla,6,0.676,34,0.556,75,1
2000,2,miamifla,6,0.676,34,0.556,75,ohiost,3,0.767,27,0.611,62,0
2000,2,tennessee,4,0.781,12,0.688,65,connecticut,5,0.714,15,0.524,51,0
2000,2,connecticut,5,0.714,15,0.524,51,tennessee,4,0.781,12,0.688,65,1
2000,3,wisconsin,8,0.611,21,0.538,61,lsu,4,0.824,13,0.75,48,0
2000,3,lsu,4,0.824,13,0.75,48,wisconsin,8,0.611,21,0.538,61,1
2000,3,gonzaga,10,0.743,32,0.5,66,purdue,6,0.697,26,0.571,75,1
2000,3,purdue,6,0.697,26,0.571,75,gonzaga,10,0.743,32,0.5,66,0
2000,3,michiganst,1,0.821,2,0.769,75,syracuse,4,0.812,11,0.647,58,0
2000,3,syracuse,4,0.812,11,0.647,58,michiganst,1,0.821,2,0.769,75,1
2000,3,iowast,2,0.853,3,0.789,80,ucla,6,0.636,28,0.565,56,0
2000,3,ucla,6,0.636,28,0.565,56,iowast,2,0.853,3,0.789,80,1
2000,3,duke,1,0.853,5,0.75,78,florida,5,0.784,10,0.652,87,1
2000,3,florida,5,0.784,10,0.652,87,duke,1,0.853,5,0.75,78,0
2000,3,setonhall,10,0.688,47,0.4,66,oklahomast,3,0.788,14,0.647,68,1
2000,3,oklahomast,3,0.788,14,0.647,68,setonhall,10,0.688,47,0.4,66,0
2000,3,northcarolina,8,0.611,24,0.519,74,tennessee,4,0.781,12,0.688,69,0
2000,3,tennessee,4,0.781,12,0.688,69,northcarolina,8,0.611,24,0.519,74,1
2000,3,tulsa,7,0.865,20,0.692,80,miamifla,6,0.676,34,0.556,71,0
2000,3,miamifla,6,0.676,34,0.556,71,tulsa,7,0.865,20,0.692,80,1
2000,4,wisconsin,8,0.611,21,0.538,64,purdue,6,0.697,26,0.571,60,0
2000,4,purdue,6,0.697,26,0.571,60,wisconsin,8,0.611,21,0.538,64,1
2000,4,michiganst,1,0.821,2,0.769,75,iowast,2,0.853,3,0.789,64,0
2000,4,iowast,2,0.853,3,0.789,64,michiganst,1,0.821,2,0.769,75,1
2000,4,florida,5,0.784,10,0.652,77,oklahomast,3,0.788,14,0.647,65,0
2000,4,oklahomast,3,0.788,14,0.647,65,florida,5,0.784,10,0.652,77,1
2000,4,northcarolina,8,0.611,24,0.519,59,tulsa,7,0.865,20,0.692,55,0
2000,4,tulsa,7,0.865,20,0.692,55,northcarolina,8,0.611,24,0.519,59,1
2000,5,wisconsin,8,0.611,21,0.538,41,michiganst,1,0.821,2,0.769,53,1
2000,5,michiganst,1,0.821,2,0.769,53,wisconsin,8,0.611,21,0.538,41,0
2000,5,florida,5,0.784,10,0.652,71,northcarolina,8,0.611,24,0.519,59,0
2000,5,northcarolina,8,0.611,24,0.519,59,florida,5,0.784,10,0.652,71,1
2000,6,michiganst,1,0.821,2,0.769,89,florida,5,0.784,10,0.652,76,0
2000,6,florida,5,0.784,10,0.652,76,michiganst,1,0.821,2,0.769,89,1
2001,1,illinois,1,0.771,5,0.579,96,northwesternst,16,0.594,164,0.0,54,0
2001,1,northwesternst,16,0.594,164,0.0,54,illinois,1,0.771,5,0.579,96,1
2001,1,arizona,2,0.771,3,0.722,101,easternill,15,0.655,116,0.0,76,0
2001,1,easternill,15,0.655,116,0.0,76,arizona,2,0.771,3,0.722,101,1
2001,1,mississippi,3,0.765,8,0.611,72,iona,14,0.656,106,0.5,70,0
2001,1,iona,14,0.656,106,0.5,70,mississippi,3,0.765,8,0.611,72,1
2001,1,kansas,4,0.774,11,0.538,99,calstnorthridge,13,0.667,82,0.25,75,0
2001,1,calstnorthridge,13,0.667,82,0.25,75,kansas,4,0.774,11,0.538,99,1
2001,1,syracuse,5,0.735,23,0.5,79,hawaii,12,0.548,52,0.4,69,0
2001,1,hawaii,12,0.548,52,0.4,69,syracuse,5,0.735,23,0.5,79,1
2001,1,notredame,6,0.667,27,0.5,83,xavier,11,0.724,47,0.5,71,0
2001,1,xavier,11,0.724,47,0.5,71,notredame,6,0.667,27,0.5,83,1
2001,1,wakeforest,7,0.633,29,0.353,63,butler,10,0.733,28,0.5,79,1
2001,1,butler,10,0.733,28,0.5,79,wakeforest,7,0.633,29,0.353,63,0
2001,1,tennessee,8,0.667,18,0.312,63,charlotte,9,0.667,45,0.5,70,1
2001,1,charlotte,9,0.667,45,0.5,70,tennessee,8,0.667,18,0.312,63,0
2001,1,michiganst,1,0.848,4,0.706,69,alabamast,16,0.714,149,0.0,35,0
2001,1,alabamast,16,0.714,149,0.0,35,michiganst,1,0.848,4,0.706,69,1
2001,1,northcarolina,2,0.788,6,0.647,70,princeton,15,0.577,128,0.25,48,0
2001,1,princeton,15,0.577,128,0.25,48,northcarolina,2,0.788,6,0.647,70,1
2001,1,florida,3,0.774,19,0.643,69,westernky,14,0.75,79,0.0,56,0
2001,1,westernky,14,0.75,79,0.0,56,florida,3,0.774,19,0.643,69,1
2001,1,oklahoma,4,0.788,22,0.636,68,indianast,13,0.636,76,0.571,70,1
2001,1,indianast,13,0.636,76,0.571,70,oklahoma,4,0.788,22,0.636,68,0
2001,1,virginia,5,0.69,36,0.462,85,gonzaga,12,0.781,57,0.2,86,1
2001,1,gonzaga,12,0.781,57,0.2,86,virginia,5,0.69,36,0.462,85,0
2001,1,texas,6,0.735,13,0.417,65,temple,11,0.649,24,0.357,79,1
2001,1,temple,11,0.649,24,0.357,79,texas,6,0.735,13,0.417,65,0
2001,1,pennst,7,0.636,21,0.474,69,providence,10,0.667,39,0.167,59,0
2001,1,providence,10,0.667,39,0.167,59,pennst,7,0.636,21,0.474,69,1
2001,1,california,8,0.645,35,0.25,70,fresnost,9,0.788,20,0.8,82,1
2001,1,fresnost,9,0.788,20,0.8,82,california,8,0.645,35,0.25,70,0
2001,1,duke,1,0.897,1,0.826,95,monmouth,16,0.677,132,0.0,52,0
2001,1,monmouth,16,0.677,132,0.0,52,duke,1,0.897,1,0.826,95,1
2001,1,kentucky,2,0.706,9,0.571,72,holycross,15,0.733,93,0.0,68,0
2001,1,holycross,15,0.733,93,0.0,68,kentucky,2,0.706,9,0.571,72,1
2001,1,bostoncollege,3,0.839,10,0.5,68,southernutah,14,0.786,88,0.0,65,0
2001,1,southernutah,14,0.786,88,0.0,65,bostoncollege,3,0.839,10,0.5,68,1
2001,1,ucla,4,0.719,7,0.5,61,hofstra,13,0.839,49,0.0,48,0
2001,1,hofstra,13,0.839,49,0.0,48,ucla,4,0.719,7,0.5,61,1
2001,1,ohiost,5,0.645,37,0.357,68,utahst,12,0.8,56,0.333,77,1
2001,1,utahst,12,0.8,56,0.333,77,ohiost,5,0.645,37,0.357,68,0
2001,1,southerncalifornia,6,0.697,14,0.385,69,oklahomast,11,0.655,59,0.4,54,0
2001,1,oklahomast,11,0.655,59,0.4,54,southerncalifornia,6,0.697,14,0.385,69,1
2001,1,iowa,7,0.657,25,0.579,69,creighton,10,0.75,30,0.75,56,0
2001,1,creighton,10,0.75,30,0.75,56,iowa,7,0.657,25,0.579,69,1
2001,1,georgia,8,0.516,31,0.353,68,missouri,9,0.594,44,0.286,70,1
2001,1,missouri,9,0.594,44,0.286,70,georgia,8,0.516,31,0.353,68,0
2001,1,stanford,1,0.906,2,0.8,89,uncgreensboro,16,0.6,173,0.0,60,0
2001,1,uncgreensboro,16,0.6,173,0.0,60,stanford,1,0.906,2,0.8,89,1
2001,1,iowast,2,0.8,15,0.667,57,hampton,15,0.781,119,0.5,58,1
2001,1,hampton,15,0.781,119,0.5,58,iowast,2,0.8,15,0.667,57,0
2001,1,maryland,3,0.694,12,0.526,83,georgemason,14,0.6,90,0.25,80,0
2001,1,georgemason,14,0.6,90,0.25,80,maryland,3,0.694,12,0.526,83,1
2001,1,indiana,4,0.618,16,0.5,73,kentst,13,0.697,83,0.333,77,1
2001,1,kentst,13,0.697,83,0.333,77,indiana,4,0.618,16,0.5,73,0
2001,1,cincinnati,5,0.714,26,0.444,84,brighamyoung,12,0.727,43,0.5,59,0
2001,1,brighamyoung,12,0.727,43,0.5,59,cincinnati,5,0.714,26,0.444,84,1
2001,1,wisconsin,6,0.621,17,0.471,49,georgiast,11,0.839,33,0.4,50,1
2001,1,georgiast,11,0.839,33,0.4,50,wisconsin,6,0.621,17,0.471,49,0
2001,1,arkansas,7,0.645,46,0.462,61,georgetown,10,0.758,41,0.429,63,1
2001,1,georgetown,10,0.758,41,0.429,63,arkansas,7,0.645,46,0.462,61,0
2001,1,georgiatech,8,0.567,38,0.389,62,stjosephs,9,0.788,32,0.667,66,1
2001,1,stjosephs,9,0.788,32,0.667,66,georgiatech,8,0.567,38,0.389,62,0
2001,2,illinois,1,0.771,5,0.579,79,charlotte,9,0.667,45,0.5,61,0
2001,2,charlotte,9,0.667,45,0.5,61,illinois,1,0.771,5,0.579,79,1
2001,2,arizona,2,0.771,3,0.722,73,butler,10,0.733,28,0.5,52,0
2001,2,butler,10,0.733,28,0.5,52,arizona,2,0.771,3,0.722,73,1
2001,2,mississippi,3,0.765,8,0.611,59,notredame,6,0.667,27,0.5,56,0
2001,2,notredame,6,0.667,27,0.5,56,mississippi,3,0.765,8,0.611,59,1
2001,2,kansas,4,0.774,11,0.538,87,syracuse,5,0.735,23,0.5,58,0
2001,2,syracuse,5,0.735,23,0.5,58,kansas,4,0.774,11,0.538,87,1
2001,2,michiganst,1,0.848,4,0.706,81,fresnost,9,0.788,20,0.8,65,0
2001,2,fresnost,9,0.788,20,0.8,65,michiganst,1,0.848,4,0.706,81,1
2001,2,northcarolina,2,0.788,6,0.647,74,pennst,7,0.636,21,0.474,82,1
2001,2,pennst,7,0.636,21,0.474,82,northcarolina,2,0.788,6,0.647,74,0
2001,2,florida,3,0.774,19,0.643,54,temple,11,0.649,24,0.357,75,1
2001,2,temple,11,0.649,24,0.357,75,florida,3,0.774,19,0.643,54,0
2001,2,indianast,13,0.636,76,0.571,68,gonzaga,12,0.781,57,0.2,85,1
2001,2,gonzaga,12,0.781,57,0.2,85,indianast,13,0.636,76,0.571,68,0
2001,2,duke,1,0.897,1,0.826,94,missouri,9,0.594,44,0.286,81,0
2001,2,missouri,9,0.594,44,0.286,81,duke,1,0.897,1,0.826,94,1
2001,2,kentucky,2,0.706,9,0.571,92,iowa,7,0.657,25,0.579,79,0
2001,2,iowa,7,0.657,25,0.579,79,kentucky,2,0.706,9,0.571,92,1
2001,2,bostoncollege,3,0.839,10,0.5,71,southerncalifornia,6,0.697,14,0.385,74,1
2001,2,southerncalifornia,6,0.697,14,0.385,74,bostoncollege,3,0.839,10,0.5,71,0
2001,2,ucla,4,0.719,7,0.5,75,utahst,12,0.8,56,0.333,50,0
2001,2,utahst,12,0.8,56,0.333,50,ucla,4,0.719,7,0.5,75,1
2001,2,stanford,1,0.906,2,0.8,90,stjosephs,9,0.788,32,0.667,83,0
2001,2,stjosephs,9,0.788,32,0.667,83,stanford,1,0.906,2,0.8,90,1
2001,2,hampton,15,0.781,119,0.5,57,georgetown,10,0.758,41,0.429,76,1
2001,2,georgetown,10,0.758,41,0.429,76,hampton,15,0.781,119,0.5,57,0
2001,2,maryland,3,0.694,12,0.526,79,georgiast,11,0.839,33,0.4,60,0
2001,2,georgiast,11,0.839,33,0.4,60,maryland,3,0.694,12,0.526,79,1
2001,2,kentst,13,0.697,83,0.333,43,cincinnati,5,0.714,26,0.444,66,1
2001,2,cincinnati,5,0.714,26,0.444,66,kentst,13,0.697,83,0.333,43,0
2001,3,illinois,1,0.771,5,0.579,80,kansas,4,0.774,11,0.538,64,0
2001,3,kansas,4,0.774,11,0.538,64,illinois,1,0.771,5,0.579,80,1
2001,3,arizona,2,0.771,3,0.722,66,mississippi,3,0.765,8,0.611,56,0
2001,3,mississippi,3,0.765,8,0.611,56,arizona,2,0.771,3,0.722,66,1
2001,3,michiganst,1,0.848,4,0.706,77,gonzaga,12,0.781,57,0.2,62,0
2001,3,gonzaga,12,0.781,57,0.2,62,michiganst,1,0.848,4,0.706,77,1
2001,3,pennst,7,0.636,21,0.474,72,temple,11,0.649,24,0.357,84,1
2001,3,temple,11,0.649,24,0.357,84,pennst,7,0.636,21,0.474,72,0
2001,3,duke,1,0.897,1,0.826,76,ucla,4,0.719,7,0.5,63,0
2001,3,ucla,4,0.719,7,0.5,63,duke,1,0.897,1,0.826,76,1
2001,3,kentucky,2,0.706,9,0.571,76,southerncalifornia,6,0.697,14,0.385,80,1
2001,3,southerncalifornia,6,0.697,14,0.385,80,kentucky,2,0.706,9,0.571,76,0
2001,3,stanford,1,0.906,2,0.8,78,cincinnati,5,0.714,26,0.444,65,0
2001,3,cincinnati,5,0.714,26,0.444,65,stanford,1,0.906,2,0.8,78,1
2001,3,georgetown,10,0.758,41,0.429,66,maryland,3,0.694,12,0.526,76,1
2001,3,maryland,3,0.694,12,0.526,76,georgetown,10,0.758,41,0.429,66,0
2001,4,illinois,1,0.771,5,0.579,81,arizona,2,0.771,3,0.722,87,1
2001,4,arizona,2,0.771,3,0.722,87,illinois,1,0.771,5,0.579,81,0
2001,4,michiganst,1,0.848,4,0.706,69,temple,11,0.649,24,0.357,62,0
2001,4,temple,11,0.649,24,0.357,62,michiganst,1,0.848,4,0.706,69,1
2001,4,duke,1,0.897,1,0.826,79,southerncalifornia,6,0.697,14,0.385,69,0
2001,4,southerncalifornia,6,0.697,14,0.385,69,duke,1,0.897,1,0.826,79,1
2001,4,stanford,1,0.906,2,0.8,73,maryland,3,0.694,12,0.526,87,1
2001,4,maryland,3,0.694,12,0.526,87,stanford,1,0.906,2,0.8,73,0
2001,5,arizona,2,0.771,3,0.722,80,michiganst,1,0.848,4,0.706,61,0
2001,5,michiganst,1,0.848,4,0.706,61,arizona,2,0.771,3,0.722,80,1
2001,5,duke,1,0.897,1,0.826,95,maryland,3,0.694,12,0.526,84,0
2001,5,maryland,3,0.694,12,0.526,84,duke,1,0.897,1,0.826,95,1
2001,6,arizona,2,0.771,3,0.722,72,duke,1,0.897,1,0.826,82,1
2001,6,duke,1,0.897,1,0.826,82,arizona,2,0.771,3,0.722,72,0
2002,1,duke,1,0.886,4,0.867,84,winthrop,16,0.586,214,0.0,37,0
2002,1,winthrop,16,0.586,214,0.0,37,duke,1,0.886,4,0.867,84,1
2002,1,alabama,2,0.771,9,0.625,86,flaatlantic,15,0.6,125,0.0,78,0
2002,1,flaatlantic,15,0.6,125,0.0,78,alabama,2,0.771,9,0.625,86,1
2002,1,pittsburgh,3,0.824,13,0.583,71,centralconnst,14,0.844,59,0.0,54,0
2002,1,centralconnst,14,0.844,59,0.0,54,pittsburgh,3,0.824,13,0.583,71,1
2002,1,southerncalifornia,4,0.688,29,0.462,89,uncwilmington,13,0.697,52,0.25,93,1
2002,1,uncwilmington,13,0.697,52,0.25,93,southerncalifornia,4,0.688,29,0.462,89,0
2002,1,indiana,5,0.667,8,0.55,75,utah,12,0.679,38,0.6,56,0
2002,1,utah,12,0.679,38,0.6,56,indiana,5,0.667,8,0.55,75,1
2002,1,california,6,0.719,25,0.5,82,pennsylvania,11,0.781,42,0.333,75,0
2002,1,pennsylvania,11,0.781,42,0.333,75,california,6,0.719,25,0.5,82,1
2002,1,oklahomast,7,0.719,21,0.417,61,kentst,10,0.829,16,0.5,69,1
2002,1,kentst,10,0.829,16,0.5,69,oklahomast,7,0.719,21,0.417,61,0
2002,1,notredame,8,0.656,35,0.417,82,charlotte,9,0.6,43,0.2,63,0
2002,1,charlotte,9,0.6,43,0.2,63,notredame,8,0.656,35,0.417,82,1
2002,1,cincinnati,1,0.886,5,0.75,90,bostonu,16,0.688,145,0.0,52,0
2002,1,bostonu,16,0.688,145,0.0,52,cincinnati,1,0.886,5,0.75,90,1
2002,1,oklahoma,2,0.861,3,0.722,71,illchicago,15,0.548,123,0.0,63,0
2002,1,illchicago,15,0.548,123,0.0,63,oklahoma,2,0.861,3,0.722,71,1
2002,1,arizona,3,0.706,6,0.55,86,ucsantabarb,14,0.633,92,0.0,81,0
2002,1,ucsantabarb,14,0.633,92,0.0,81,arizona,3,0.706,6,0.55,86,1
2002,1,ohiost,4,0.75,19,0.4,69,davidson,13,0.643,83,0.25,64,0
2002,1,davidson,13,0.643,83,0.25,64,ohiost,4,0.75,19,0.4,69,1
2002,1,miamifla,5,0.75,22,0.5,80,missouri,12,0.667,37,0.429,93,1
2002,1,missouri,12,0.667,37,0.429,93,miamifla,5,0.75,22,0.5,80,0
2002,1,gonzaga,6,0.875,28,0.5,66,wyoming,11,0.7,62,0.444,73,1
2002,1,wyoming,11,0.7,62,0.444,73,gonzaga,6,0.875,28,0.5,66,0
2002,1,xavier,7,0.812,14,0.571,70,hawaii,10,0.818,32,0.714,58,0
2002,1,hawaii,10,0.818,32,0.714,58,xavier,7,0.812,14,0.571,70,1
2002,1,ucla,8,0.636,23,0.471,80,mississippi,9,0.633,51,0.538,58,0
2002,1,mississippi,9,0.633,51,0.538,58,ucla,8,0.636,23,0.471,80,1
2002,1,maryland,1,0.889,1,0.75,85,siena,16,0.472,203,0.0,70,0
2002,1,siena,16,0.472,203,0.0,70,maryland,1,0.889,1,0.75,85,1
2002,1,connecticut,2,0.794,7,0.706,78,hampton,15,0.781,106,0.0,67,0
2002,1,hampton,15,0.781,106,0.0,67,connecticut,2,0.794,7,0.706,78,1
2002,1,georgia,3,0.688,18,0.545,85,murrayst,14,0.586,146,0.0,68,0
2002,1,murrayst,14,0.586,146,0.0,68,georgia,3,0.688,18,0.545,85,1
2002,1,kentucky,4,0.677,10,0.529,83,valparaiso,13,0.75,88,0.25,68,0
2002,1,valparaiso,13,0.75,88,0.25,68,kentucky,4,0.677,10,0.529,83,1
2002,1,marquette,5,0.788,27,0.4,69,tulsa,12,0.788,33,0.143,71,1
2002,1,tulsa,12,0.788,33,0.143,71,marquette,5,0.788,27,0.4,69,0
2002,1,texastech,6,0.719,20,0.417,68,southernill,11,0.778,41,0.625,76,1
2002,1,southernill,11,0.778,41,0.625,76,texastech,6,0.719,20,0.417,68,0
2002,1,northcarolinast,7,0.676,31,0.182,69,michiganst,10,0.6,36,0.462,58,0
2002,1,michiganst,10,0.6,36,0.462,58,northcarolinast,7,0.676,31,0.182,69,1
2002,1,wisconsin,8,0.581,50,0.6,80,stjohnsny,9,0.625,48,0.467,70,0
2002,1,stjohnsny,9,0.625,48,0.467,70,wisconsin,8,0.581,50,0.6,80,1
2002,1,kansas,1,0.886,2,0.812,70,holycross,16,0.545,159,0.0,59,0
2002,1,holycross,16,0.545,159,0.0,59,kansas,1,0.886,2,0.812,70,1
2002,1,oregon,2,0.735,24,0.714,81,montana,15,0.483,175,0.0,62,0
2002,1,montana,15,0.483,175,0.0,62,oregon,2,0.735,24,0.714,81,1
2002,1,mississippist,3,0.771,12,0.5,70,mcneesest,14,0.69,84,0.0,58,0
2002,1,mcneesest,14,0.69,84,0.0,58,mississippist,3,0.771,12,0.5,70,1
2002,1,illinois,4,0.743,11,0.556,93,sandiegost,13,0.613,47,0.167,64,0
2002,1,sandiegost,13,0.613,47,0.167,64,illinois,4,0.743,11,0.556,93,1
2002,1,florida,5,0.71,17,0.429,82,creighton,12,0.719,44,0.375,83,1
